 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  490.60       Cref =  8.4083       Bref =  70.000    
  Xref =  0.0000       Yref =  0.0000       Zref =  0.0000    

  Surface # 1     main_wing                               
     # Chordwise = 10   # Spanwise = 70     First strip =  1
     Surface area Ssurf =  250.220834     Ave. chord Cave =    7.118896

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.31168     Clsurf  =  -0.05887
     CYsurf  =  -0.01979     Cmsurf  =  -1.17929
     CDsurf  =   0.00755     Cnsurf  =   0.00332
     CDisurf =   0.00755     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.61218     CDsurf  =   0.01480

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1  22.4080   0.0042  -0.9570  12.4590   0.2104   6.8945   0.0366   0.5525   0.5525   0.0336   0.0000  -0.0520  -0.1904    0.344
     2  22.4080   0.0380  -0.9570  12.4590   0.6307   6.8946   0.0366   0.5526   0.5526   0.0335   0.0000  -0.0520  -0.1904    0.344
     3  22.4080   0.1054  -0.9570  12.4590   1.0498   6.8952   0.0366   0.5526   0.5526   0.0333   0.0000  -0.0521  -0.1904    0.344
     4  22.4080   0.2065  -0.9570  12.4590   1.4668   6.8971   0.0366   0.5528   0.5528   0.0331   0.0000  -0.0522  -0.1906    0.344
     5  22.4080   0.3408  -0.9570  12.4590   1.8808   6.9018   0.0364   0.5532   0.5532   0.0329   0.0000  -0.0525  -0.1910    0.345
     6  22.4080   0.5083  -0.9570  12.4590   2.2910   6.9109   0.0362   0.5539   0.5539   0.0328   0.0000  -0.0530  -0.1917    0.346
     7  22.4080   0.7085  -0.9570  12.4590   2.6966   6.9270   0.0358   0.5552   0.5552   0.0328   0.0000  -0.0540  -0.1930    0.347
     8  22.4080   0.9411  -0.9570  12.4590   3.0968   6.9532   0.0351   0.5573   0.5573   0.0330   0.0000  -0.0555  -0.1950    0.350
     9  22.4080   1.2055  -0.9570  12.4590   3.4907   6.9943   0.0338   0.5606   0.5606   0.0335   0.0000  -0.0578  -0.1982    0.353
    10  22.4080   1.5013  -0.9570  12.4590   3.8776   7.0573   0.0317   0.5656   0.5656   0.0344   0.0000  -0.0613  -0.2029    0.358
    11  22.4080   1.8278  -0.9570  12.4590   4.2567   7.1547   0.0281   0.5733   0.5733   0.0359   0.0000  -0.0663  -0.2099    0.366
    12  22.4080   2.1844  -0.9570  12.4590   4.6273   7.3130   0.0230   0.5858   0.5858   0.0389   0.0000  -0.0741  -0.2208    0.376
    13  22.4080   2.5704  -0.9570  12.4590   4.9885   7.6314   0.0163   0.6103   0.6103   0.0525   0.0000  -0.0873  -0.2404    0.393
    14  22.5966   3.0754  -0.9200  12.2979   7.5875   8.3201   0.4305   0.8374   0.6697   0.1080   0.0000  -0.1166  -0.2448    0.424
    15  22.9924   3.7075  -0.8424  11.9598   7.8494   8.2503   0.4289   0.8549   0.6837   0.0998   0.0000  -0.1156  -0.2469    0.419
    16  23.3450   4.2708  -0.7732  11.6585   5.5431   7.3633   0.0126   0.7892   0.6312   0.0320   0.0000  -0.0806  -0.2048    0.378
    17  23.6484   4.7553  -0.7137  11.3993   5.7056   6.9564   0.0155   0.7628   0.6100   0.0289   0.0000  -0.0648  -0.1868    0.356
    18  23.9670   5.2641  -0.6513  11.1271   5.8372   6.6686   0.0184   0.7494   0.5993   0.0259   0.0000  -0.0542  -0.1755    0.340
    19  24.3002   5.7964  -0.5859  10.8424   5.9373   6.4380   0.0208   0.7427   0.5940   0.0232   0.0000  -0.0464  -0.1677    0.328
    20  24.6474   6.3509  -0.5178  10.5458   6.0058   6.2408   0.0227   0.7405   0.5922   0.0207   0.0000  -0.0403  -0.1621    0.318
    21  25.0079   6.9266  -0.4471  10.2379   6.0430   6.0648   0.0239   0.7415   0.5930   0.0184   0.0000  -0.0355  -0.1582    0.310
    22  25.3809   7.5223  -0.3740   9.9192   6.0490   5.9027   0.0240   0.7451   0.5959   0.0162   0.0000  -0.0317  -0.1556    0.303
    23  25.7657   8.1368  -0.2985   9.5905   6.0244   5.7499   0.0231   0.7509   0.6006   0.0142   0.0000  -0.0288  -0.1541    0.298
    24  26.1614   8.7690  -0.2209   9.2523   5.9700   5.6034   0.0207   0.7588   0.6068   0.0123   0.0000  -0.0266  -0.1536    0.294
    25  26.5674   9.4174  -0.1413   8.9055   5.8867   5.4607   0.0161   0.7685   0.6146   0.0106   0.0000  -0.0250  -0.1538    0.291
    26  27.0024  10.1168  -0.0685   8.6379   6.4402   5.3197   0.0130   0.8125   0.6174   0.0089   0.0000  -0.0219  -0.1515    0.285
    27  27.4662  10.8669  -0.0029   8.4530   6.4244   5.2023   0.0148   0.8121   0.6172   0.0073   0.0000  -0.0196  -0.1495    0.282
    28  27.9384  11.6306   0.0640   8.2648   6.3881   5.0893   0.0158   0.8128   0.6176   0.0059   0.0000  -0.0180  -0.1482    0.279
    29  28.4181  12.4065   0.1318   8.0736   6.3319   4.9786   0.0167   0.8140   0.6186   0.0046   0.0000  -0.0169  -0.1474    0.277
    30  28.9043  13.1928   0.2006   7.8797   6.2569   4.8687   0.0176   0.8158   0.6199   0.0036   0.0000  -0.0161  -0.1470    0.276
    31  29.3961  13.9881   0.2702   7.6837   6.1641   4.7586   0.0184   0.8178   0.6214   0.0026   0.0000  -0.0157  -0.1470    0.275
    32  29.8923  14.7908   0.3404   7.4858   6.0545   4.6478   0.0191   0.8200   0.6231   0.0018   0.0000  -0.0154  -0.1471    0.275
    33  30.3921  15.5992   0.4112   7.2866   5.9293   4.5357   0.0195   0.8221   0.6248   0.0011   0.0000  -0.0153  -0.1473    0.274
    34  30.8945  16.4116   0.4822   7.0863   5.7897   4.4219   0.0198   0.8242   0.6263   0.0004   0.0000  -0.0154  -0.1477    0.275
    35  31.3984  17.2266   0.5535   6.8855   5.6369   4.3060   0.0199   0.8261   0.6278  -0.0002   0.0000  -0.0156  -0.1482    0.275
    36  31.9027  18.0423   0.6249   6.6844   5.4723   4.1879   0.0197   0.8277   0.6290  -0.0008   0.0000  -0.0159  -0.1488    0.275
    37  32.4066  18.8573   0.6962   6.4835   5.2972   4.0676   0.0192   0.8289   0.6299  -0.0012   0.0000  -0.0166  -0.1495    0.276
    38  32.9089  19.6698   0.7673   6.2832   5.1129   3.9453   0.0185   0.8296   0.6304  -0.0014   0.0000  -0.0177  -0.1506    0.278
    39  33.4087  20.4781   0.8380   6.0840   4.9207   3.8215   0.0176   0.8299   0.6306  -0.0012   0.0000  -0.0197  -0.1523    0.281
    40  33.9050  21.2808   0.9082   5.8861   4.7221   3.6975   0.0166   0.8298   0.6306   0.0001   0.0000  -0.0234  -0.1554    0.287
    41  34.3967  22.0761   0.9778   5.6901   4.5183   3.5752   0.0155   0.8293   0.6302   0.0059   0.0000  -0.0306  -0.1615    0.298
    42  34.7955  22.7211   1.0342   5.5311   2.7734   3.4713   0.0149   0.8319   0.6322  -0.0252   0.0000  -0.0525  -0.1800    0.333
    43  35.1799  23.3428   1.0886   5.3779   4.0090   3.3704   0.0145   0.8296   0.6304  -0.0149   0.0000  -0.0598  -0.1860    0.345
    44  35.6353  24.0794   1.1531   5.1963   3.8090   3.2574   0.0141   0.8294   0.6303  -0.0117   0.0000  -0.0629  -0.1886    0.350
    45  36.0826  24.8028   1.2163   5.0180   3.6083   3.1458   0.0140   0.8293   0.6302  -0.0103   0.0000  -0.0643  -0.1898    0.352
    46  36.5209  25.5117   1.2784   4.8433   3.4082   3.0363   0.0141   0.8292   0.6302  -0.0097   0.0000  -0.0650  -0.1904    0.353
    47  36.9492  26.2045   1.3390   4.6725   3.2096   2.9289   0.0144   0.8291   0.6300  -0.0094   0.0000  -0.0653  -0.1906    0.354
