 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Sref =  490.60       Cref =  8.4083       Bref =  70.000    
  Xref =  29.948       Yref =  0.0000       Zref =-0.24644    

  Surface # 1     main_wing                               
     # Chordwise = 10   # Spanwise = 80     First strip =  1
     Surface area Ssurf =  250.220919     Ave. chord Cave =    7.118898

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.41147     Clsurf  =  -0.08075
     CYsurf  =  -0.02635     Cmsurf  =  -0.11382
     CDsurf  =   0.01218     Cnsurf  =  -0.00724
     CDisurf =   0.01218     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.80821     CDsurf  =   0.02389

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
     1  22.4080   0.0036  -0.9570  12.4590   0.1808   8.6553   0.0564   0.6925   0.6925   0.0553   0.0000  -0.0906  -0.2643    0.381
     2  22.4080   0.0327  -0.9570  12.4590   0.5422   8.6553   0.0564   0.6925   0.6925   0.0552   0.0000  -0.0906  -0.2643    0.381
     3  22.4080   0.0907  -0.9570  12.4590   0.9028   8.6557   0.0564   0.6926   0.6926   0.0550   0.0000  -0.0906  -0.2643    0.381
     4  22.4080   0.1775  -0.9570  12.4590   1.2619   8.6569   0.0564   0.6927   0.6927   0.0547   0.0000  -0.0907  -0.2644    0.381
     5  22.4080   0.2932  -0.9570  12.4590   1.6191   8.6599   0.0563   0.6930   0.6930   0.0544   0.0000  -0.0909  -0.2647    0.381
     6  22.4080   0.4374  -0.9570  12.4590   1.9739   8.6658   0.0563   0.6935   0.6935   0.0542   0.0000  -0.0913  -0.2652    0.382
     7  22.4080   0.6100  -0.9570  12.4590   2.3255   8.6761   0.0561   0.6943   0.6943   0.0540   0.0000  -0.0920  -0.2661    0.383
     8  22.4080   0.8106  -0.9570  12.4590   2.6736   8.6927   0.0559   0.6956   0.6956   0.0540   0.0000  -0.0931  -0.2675    0.384
     9  22.4080   1.0391  -0.9570  12.4590   3.0176   8.7185   0.0555   0.6977   0.6977   0.0542   0.0000  -0.0947  -0.2697    0.386
    10  22.4080   1.2949  -0.9570  12.4590   3.3569   8.7574   0.0547   0.7008   0.7008   0.0546   0.0000  -0.0971  -0.2728    0.388
    11  22.4080   1.5778  -0.9570  12.4590   3.6910   8.8158   0.0531   0.7054   0.7054   0.0556   0.0000  -0.1004  -0.2773    0.392
    12  22.4080   1.8873  -0.9570  12.4590   4.0195   8.9054   0.0503   0.7125   0.7125   0.0576   0.0000  -0.1052  -0.2839    0.398
    13  22.4080   2.2230  -0.9570  12.4590   4.3417   9.0548   0.0461   0.7240   0.7240   0.0630   0.0000  -0.1122  -0.2939    0.405
    14  22.4080   2.5842  -0.9570  12.4590   4.6573   9.4125   0.0402   0.7499   0.7499   0.0968   0.0000  -0.1248  -0.3137    0.416
    15  22.4974   2.9170  -0.9395  12.3826   3.6189   9.9995   0.4563   0.9944   0.7953   0.1757   0.0000  -0.1481  -0.2997    0.436
    16  22.6846   3.2159  -0.9028  12.2227   3.7885   9.9846   0.4542   1.0100   0.8077   0.1407   0.0000  -0.1522  -0.3053    0.438
    17  22.8826   3.5322  -0.8639  12.0536   3.9437   9.9375   0.4532   1.0204   0.8161   0.1315   0.0000  -0.1513  -0.3062    0.435
    18  23.0912   3.8653  -0.8230  11.8754   4.0839   9.7061   0.4537   1.0128   0.8100   0.1194   0.0000  -0.1425  -0.2972    0.426
    19  23.3498   4.2783  -0.7723  11.6545   5.7066   8.9833   0.0361   0.9623   0.7696   0.0467   0.0000  -0.1134  -0.2625    0.397
    20  23.6607   4.7750  -0.7113  11.3888   5.8186   8.6203   0.0377   0.9451   0.7558   0.0453   0.0000  -0.0988  -0.2472    0.381
    21  23.9847   5.2923  -0.6478  11.1120   5.9047   8.3535   0.0390   0.9388   0.7508   0.0431   0.0000  -0.0883  -0.2373    0.368
    22  24.3210   5.8296  -0.5818  10.8247   5.9646   8.1328   0.0400   0.9385   0.7506   0.0407   0.0000  -0.0800  -0.2302    0.357
    23  24.6694   6.3859  -0.5135  10.5270   5.9985   7.9388   0.0404   0.9423   0.7536   0.0383   0.0000  -0.0731  -0.2250    0.347
    24  25.0291   6.9605  -0.4430  10.2197   6.0065   7.7615   0.0402   0.9493   0.7592   0.0359   0.0000  -0.0674  -0.2213    0.339
    25  25.3998   7.5524  -0.3703   9.9031   5.9889   7.5948   0.0392   0.9589   0.7669   0.0335   0.0000  -0.0625  -0.2188    0.331
    26  25.7806   8.1608  -0.2956   9.5777   5.9462   7.4350   0.0371   0.9709   0.7765   0.0311   0.0000  -0.0583  -0.2173    0.325
    27  26.1712   8.7846  -0.2190   9.2440   5.8788   7.2799   0.0337   0.9853   0.7880   0.0286   0.0000  -0.0548  -0.2168    0.320
    28  26.5709   9.4230  -0.1406   8.9025   5.7875   7.1270   0.0277   1.0019   0.8013   0.0264   0.0000  -0.0519  -0.2171    0.315
    29  26.9647  10.0557  -0.0738   8.6530   5.3824   6.9793   0.0226   1.0627   0.8076   0.0237   0.0000  -0.0467  -0.2137    0.308
    30  27.3514  10.6811  -0.0191   8.4988   5.3831   6.8680   0.0250   1.0650   0.8093   0.0214   0.0000  -0.0425  -0.2104    0.303
    31  27.7448  11.3174   0.0366   8.3420   5.3704   6.7610   0.0263   1.0684   0.8119   0.0191   0.0000  -0.0389  -0.2079    0.298
    32  28.1443  11.9635   0.0931   8.1827   5.3448   6.6567   0.0273   1.0727   0.8151   0.0167   0.0000  -0.0360  -0.2061    0.294
    33  28.5492  12.6185   0.1504   8.0213   5.3066   6.5530   0.0283   1.0775   0.8188   0.0145   0.0000  -0.0336  -0.2048    0.291
    34  28.9591  13.2814   0.2084   7.8579   5.2564   6.4490   0.0291   1.0827   0.8227   0.0124   0.0000  -0.0316  -0.2039    0.288
    35  29.3731  13.9510   0.2670   7.6928   5.1948   6.3441   0.0298   1.0882   0.8269   0.0105   0.0000  -0.0300  -0.2034    0.286
    36  29.7907  14.6265   0.3261   7.5263   5.1222   6.2377   0.0304   1.0938   0.8312   0.0086   0.0000  -0.0287  -0.2032    0.285
    37  30.2113  15.3067   0.3856   7.3587   5.0393   6.1296   0.0308   1.0995   0.8356   0.0068   0.0000  -0.0277  -0.2033    0.283
    38  30.6342  15.9907   0.4454   7.1901   4.9468   6.0196   0.0310   1.1053   0.8399   0.0052   0.0000  -0.0271  -0.2036    0.282
    39  31.0587  16.6772   0.5055   7.0209   4.8453   5.9074   0.0310   1.1111   0.8443   0.0036   0.0000  -0.0267  -0.2042    0.282
    40  31.4842  17.3654   0.5657   6.8512   4.7356   5.7933   0.0309   1.1167   0.8486   0.0022   0.0000  -0.0267  -0.2051    0.281
    41  31.9100  18.0541   0.6259   6.6815   4.6182   5.6773   0.0306   1.1223   0.8529   0.0009   0.0000  -0.0270  -0.2063    0.282
    42  32.3355  18.7423   0.6861   6.5119   4.4941   5.5597   0.0303   1.1278   0.8571  -0.0003   0.0000  -0.0279  -0.2079    0.283
    43  32.7600  19.4289   0.7462   6.3426   4.3638   5.4407   0.0298   1.1333   0.8612  -0.0012   0.0000  -0.0294  -0.2101    0.284
    44  33.1829  20.1128   0.8060   6.1740   4.2281   5.3208   0.0294   1.1386   0.8652  -0.0016   0.0000  -0.0318  -0.2130    0.287
    45  33.6034  20.7930   0.8655   6.0064   4.0877   5.2004   0.0290   1.1439   0.8692  -0.0013   0.0000  -0.0355  -0.2170    0.291
    46  34.0211  21.4685   0.9246   5.8399   3.9435   5.0798   0.0286   1.1489   0.8731   0.0009   0.0000  -0.0411  -0.2226    0.297
    47  34.4351  22.1382   0.9832   5.6748   3.7961   4.9600   0.0283   1.1534   0.8765   0.0098   0.0000  -0.0506  -0.2315    0.308
    48  34.7955  22.7210   1.0342   5.5312   2.7734   4.8512   0.0281   1.1627   0.8836  -0.0364   0.0000  -0.0744  -0.2524    0.334
    49  35.1476  23.2905   1.0840   5.3908   3.4568   4.7440   0.0282   1.1653   0.8855  -0.0248   0.0000  -0.0829  -0.2602    0.344
    50  35.5398  23.9248   1.1395   5.2344   3.3083   4.6277   0.0284   1.1702   0.8893  -0.0207   0.0000  -0.0867  -0.2643    0.347
    51  35.9260  24.5495   1.1942   5.0805   3.1592   4.5111   0.0287   1.1751   0.8930  -0.0192   0.0000  -0.0885  -0.2667    0.349
    52  36.3056  25.1635   1.2479   4.9291   3.0101   4.3947   0.0292   1.1799   0.8966  -0.0186   0.0000  -0.0894  -0.2682    0.350
    53  36.6781  25.7659   1.3006   4.7806   2.8615   4.2784   0.0298   1.1843   0.9000  -0.0186   0.0000  -0.0897  -0.2692    0.350
    54  37.0428  26.3559   1.3522   4.6352   2.7141   4.1623   0.0306   1.1883   0.9030  -0.0188   0.0000  -0.0897  -0.2699    0.349
    55  37.3992  26.9323   1.4027   4.4931   2.5684   4.0461   0.0316   1.1918   0.9056  -0.0192   0.0000  -0.0894  -0.2702    0.349
    56  37.7468  27.4945   1.4518   4.3545   2.4247   3.9297   0.0328   1.1944   0.9076  -0.0198   0.0000  -0.0888  -0.2701    0.348
    57  38.0850  28.0415   1.4997   4.2197   2.2835   3.8127   0.0342   1.1959   0.9088  -0.0205   0.0000  -0.0880  -0.2696    0.347
    58  38.4133  28.5725   1.5461   4.0888   2.1452   3.6947   0.0359   1.1961   0.9089  -0.0212   0.0000  -0.0868  -0.2686    0.346
    59  38.7312  29.0866   1.5911   3.9621   2.0101   3.5754   0.0378   1.1946   0.9078  -0.0220   0.0000  -0.0854  -0.2671    0.344
    60  39.0382  29.5831   1.6346   3.8397   1.8786   3.4540   0.0399   1.1909   0.9050  -0.0228   0.0000  -0.0835  -0.2650    0.342
    61  39.3338  30.0612   1.6764   3.7219   1.7508   3.3300   0.0422   1.1846   0.9002  -0.0237   0.0000  -0.0813  -0.2620    0.340
    62  39.6175  30.5202   1.7165   3.6087   1.6269   3.2026   0.0445   1.1751   0.8930  -0.0247   0.0000  -0.0786  -0.2582    0.338
    63  39.8890  30.9593   1.7550   3.5005   1.5072   3.0710   0.0468   1.1618   0.8829  -0.0256   0.0000  -0.0755  -0.2534    0.336
    64  40.1478  31.3779   1.7916   3.3973   1.3917   2.9347   0.0489   1.1441   0.8694  -0.0265   0.0000  -0.0720  -0.2475    0.333
    65  40.3935  31.7753   1.8263   3.2994   1.2804   2.7931   0.0507   1.1214   0.8522  -0.0274   0.0000  -0.0683  -0.2406    0.330
    66  40.6258  32.1509   1.8592   3.2068   1.1734   2.6461   0.0520   1.0933   0.8308  -0.0281   0.0000  -0.0648  -0.2330    0.328
    67  40.8442  32.5042   1.8901   3.1197   1.0707   2.4938   0.0528   1.0592   0.8049  -0.0285   0.0000  -0.0618  -0.2249    0.327
    68  41.0485  32.8346   1.9190   3.0383   0.9721   2.3360   0.0528   1.0189   0.7743  -0.0285   0.0000  -0.0600  -0.2168    0.328
    69  41.2438  33.1504   1.9467   2.9604   0.9286   2.1705   0.0519   0.9718   0.7385  -0.0285   0.0000  -0.0603  -0.2094    0.332
    70  41.4291  33.4502   1.9729   2.8866   0.8314   1.9967   0.0482   0.9181   0.6976  -0.0376   0.0000  -0.0640  -0.2036    0.342
    71  41.8199  33.7262   1.9971   2.6622   0.7082   1.8164   0.0424   3.1249   0.6858  -0.0094   0.0000  -0.0435  -0.0908    0.313
    72  42.3833  33.9779   2.0191   2.3104   0.5525   1.6514   0.0534   3.2913   0.7223  -0.0537   0.0000  -0.0315  -0.0895    0.294
    73  42.8863  34.2026   2.0388   1.9964   0.4230   1.4853   0.0657   3.4355   0.7539  -0.0795   0.0000  -0.0212  -0.0885    0.278
    74  43.3282  34.4000   2.0560   1.7205   0.3171   1.3130   0.0779   3.5329   0.7753  -0.1043   0.0000  -0.0077  -0.0851    0.260
    75  43.7082  34.5698   2.0709   1.4833   0.2320   1.1311   0.0875   3.5407   0.7770  -0.1304   0.0000   0.0114  -0.0774    0.235
    76  44.0258  34.7116   2.0833   1.2850   0.1649   0.9392   0.0939   3.4070   0.7477  -0.1577   0.0000   0.0351  -0.0645    0.203
    77  44.2804  34.8254   2.0932   1.1261   0.1126   0.7389   0.0977   3.0758   0.6750  -0.1838   0.0000   0.0579  -0.0473    0.164
    78  44.4718  34.9108   2.1007   1.0066   0.0720   0.5322   0.0999   2.4998   0.5486  -0.2017   0.0000   0.0695  -0.0289    0.123
    79  44.5995  34.9679   2.1057   0.9269   0.0398   0.3211   0.1015   1.6635   0.3651  -0.1957   0.0000   0.0589  -0.0136    0.089
    80  44.6634  34.9964   2.1082   0.8870   0.0127   0.1073   0.1024   0.6048   0.1327  -0.1271   0.0000   0.0233  -0.0037    0.075

  Surface # 2     main_wing (YDUP)                        
     # Chordwise = 10   # Spanwise = 80     First strip = 81
     Surface area Ssurf =  250.220919     Ave. chord Cave =    7.118898

 Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         
     CLsurf  =   0.41147     Clsurf  =   0.08075
     CYsurf  =   0.02635     Cmsurf  =  -0.11382
     CDsurf  =   0.01218     Cnsurf  =   0.00724
     CDisurf =   0.01218     CDvsurf =   0.00000

 Forces referred to Ssurf, Cave 
     CLsurf  =   0.80821     CDsurf  =   0.02389

 Strip Forces referred to Strip Area, Chord
    j     Xle      Yle      Zle      Chord    Area     c_cl     ai     cl_norm    cl       cd       cdv    cm_c/4     cm_LE   C.P.x/c
    81  22.4080  -0.0036  -0.9570  12.4590   0.1808   8.6553   0.0564   0.6925   0.6925   0.0553   0.0000  -0.0906   0.2643    0.381
    82  22.4080  -0.0327  -0.9570  12.4590   0.5422   8.6553   0.0564   0.6925   0.6925   0.0552   0.0000  -0.0906   0.2643    0.381
    83  22.4080  -0.0907  -0.9570  12.4590   0.9028   8.6557   0.0564   0.6926   0.6926   0.0550   0.0000  -0.0906   0.2643    0.381
    84  22.4080  -0.1775  -0.9570  12.4590   1.2619   8.6569   0.0564   0.6927   0.6927   0.0547   0.0000  -0.0907   0.2644    0.381
    85  22.4080  -0.2932  -0.9570  12.4590   1.6191   8.6599   0.0563   0.6930   0.6930   0.0544   0.0000  -0.0909   0.2647    0.381
    86  22.4080  -0.4374  -0.9570  12.4590   1.9739   8.6658   0.0563   0.6935   0.6935   0.0542   0.0000  -0.0913   0.2652    0.382
    87  22.4080  -0.6100  -0.9570  12.4590   2.3255   8.6761   0.0561   0.6943   0.6943   0.0540   0.0000  -0.0920   0.2661    0.383
    88  22.4080  -0.8106  -0.9570  12.4590   2.6736   8.6927   0.0559   0.6956   0.6956   0.0540   0.0000  -0.0931   0.2675    0.384
    89  22.4080  -1.0391  -0.9570  12.4590   3.0176   8.7185   0.0555   0.6977   0.6977   0.0542   0.0000  -0.0947   0.2697    0.386
    90  22.4080  -1.2949  -0.9570  12.4590   3.3569   8.7574   0.0547   0.7008   0.7008   0.0546   0.0000  -0.0971   0.2728    0.388
    91  22.4080  -1.5778  -0.9570  12.4590   3.6910   8.8158   0.0531   0.7054   0.7054   0.0556   0.0000  -0.1004   0.2773    0.392
    92  22.4080  -1.8873  -0.9570  12.4590   4.0195   8.9054   0.0503   0.7125   0.7125   0.0576   0.0000  -0.1052   0.2839    0.398
    93  22.4080  -2.2230  -0.9570  12.4590   4.3417   9.0548   0.0461   0.7240   0.7240   0.0630   0.0000  -0.1122   0.2939    0.405
    94  22.4080  -2.5842  -0.9570  12.4590   4.6573   9.4125   0.0402   0.7499   0.7499   0.0968   0.0000  -0.1248   0.3137    0.416
    95  22.4974  -2.9170  -0.9395  12.3826   3.6189   9.9995   0.4563   0.9944   0.7953   0.1757   0.0000  -0.1481   0.2997    0.436
    96  22.6846  -3.2159  -0.9028  12.2227   3.7885   9.9846   0.4542   1.0100   0.8077   0.1407   0.0000  -0.1522   0.3053    0.438
    97  22.8826  -3.5322  -0.8639  12.0536   3.9437   9.9375   0.4532   1.0204   0.8161   0.1315   0.0000  -0.1513   0.3062    0.435
    98  23.0912  -3.8653  -0.8230  11.8754   4.0839   9.7061   0.4537   1.0128   0.8100   0.1194   0.0000  -0.1425   0.2972    0.426
    99  23.3498  -4.2783  -0.7723  11.6545   5.7066   8.9833   0.0361   0.9623   0.7696   0.0467   0.0000  -0.1134   0.2625    0.397
   100  23.6607  -4.7750  -0.7113  11.3888   5.8186   8.6203   0.0377   0.9451   0.7558   0.0453   0.0000  -0.0988   0.2472    0.381
   101  23.9847  -5.2923  -0.6478  11.1120   5.9047   8.3535   0.0390   0.9388   0.7508   0.0431   0.0000  -0.0883   0.2373    0.368
   102  24.3210  -5.8296  -0.5818  10.8247   5.9646   8.1328   0.0400   0.9385   0.7506   0.0407   0.0000  -0.0800   0.2302    0.357
   103  24.6694  -6.3859  -0.5135  10.5270   5.9985   7.9388   0.0404   0.9423   0.7536   0.0383   0.0000  -0.0731   0.2250    0.347
   104  25.0291  -6.9605  -0.4430  10.2197   6.0065   7.7615   0.0402   0.9493   0.7592   0.0359   0.0000  -0.0674   0.2213    0.339
   105  25.3998  -7.5524  -0.3703   9.9031   5.9889   7.5948   0.0392   0.9589   0.7669   0.0335   0.0000  -0.0625   0.2188    0.331
   106  25.7806  -8.1608  -0.2956   9.5777   5.9462   7.4350   0.0371   0.9709   0.7765   0.0311   0.0000  -0.0583   0.2173    0.325
   107  26.1712  -8.7846  -0.2190   9.2440   5.8788   7.2799   0.0337   0.9853   0.7880   0.0286   0.0000  -0.0548   0.2168    0.320
   108  26.5709  -9.4230  -0.1406   8.9025   5.7875   7.1270   0.0277   1.0019   0.8013   0.0264   0.0000  -0.0519   0.2171    0.315
   109  26.9647 -10.0557  -0.0738   8.6530   5.3824   6.9793   0.0226   1.0627   0.8076   0.0237   0.0000  -0.0467   0.2137    0.308
   110  27.3514 -10.6811  -0.0191   8.4988   5.3831   6.8680   0.0250   1.0650   0.8093   0.0214   0.0000  -0.0425   0.2104    0.303
   111  27.7448 -11.3174   0.0366   8.3420   5.3704   6.7610   0.0263   1.0684   0.8119   0.0191   0.0000  -0.0389   0.2079    0.298
   112  28.1443 -11.9635   0.0931   8.1827   5.3448   6.6567   0.0273   1.0727   0.8151   0.0167   0.0000  -0.0360   0.2061    0.294
   113  28.5492 -12.6185   0.1504   8.0213   5.3066   6.5530   0.0283   1.0775   0.8188   0.0145   0.0000  -0.0336   0.2048    0.291
   114  28.9591 -13.2814   0.2084   7.8579   5.2564   6.4490   0.0291   1.0827   0.8227   0.0124   0.0000  -0.0316   0.2039    0.288
   115  29.3731 -13.9510   0.2670   7.6928   5.1948   6.3441   0.0298   1.0882   0.8269   0.0105   0.0000  -0.0300   0.2034    0.286
   116  29.7907 -14.6265   0.3261   7.5263   5.1222   6.2377   0.0304   1.0938   0.8312   0.0086   0.0000  -0.0287   0.2032    0.285
   117  30.2113 -15.3067   0.3856   7.3587   5.0393   6.1296   0.0308   1.0995   0.8356   0.0068   0.0000  -0.0277   0.2033    0.283
   118  30.6342 -15.9907   0.4454   7.1901   4.9468   6.0196   0.0310   1.1053   0.8399   0.0052   0.0000  -0.0271   0.2036    0.282
   119  31.0587 -16.6772   0.5055   7.0209   4.8453   5.9074   0.0310   1.1111   0.8443   0.0036   0.0000  -0.0267   0.2042    0.282
   120  31.4842 -17.3654   0.5657   6.8512   4.7356   5.7933   0.0309   1.1167   0.8486   0.0022   0.0000  -0.0267   0.2051    0.281
   121  31.9100 -18.0541   0.6259   6.6815   4.6182   5.6773   0.0306   1.1223   0.8529   0.0009   0.0000  -0.0270   0.2063    0.282
   122  32.3355 -18.7423   0.6861   6.5119   4.4941   5.5597   0.0303   1.1278   0.8571  -0.0003   0.0000  -0.0279   0.2079    0.283
   123  32.7600 -19.4289   0.7462   6.3426   4.3638   5.4407   0.0298   1.1333   0.8612  -0.0012   0.0000  -0.0294   0.2101    0.284
   124  33.1829 -20.1128   0.8060   6.1740   4.2281   5.3208   0.0294   1.1386   0.8652  -0.0016   0.0000  -0.0318   0.2130    0.287
