ALT, MACH, THRUST, TSFC
0, 0.6, 22611.940298507463, 0.7508295625942685
0, 0.6, 25223.880597014926, 0.73710407239819
0, 0.6, 29104.4776119403, 0.7233785822021116
0, 0.7, 10820.89552238806, 1.0010558069381599
0, 0.7, 11865.671641791045, 0.9672699849170436
0, 0.7, 13208.955223880597, 0.9334841628959276
0, 0.7, 14925.37313432836, 0.8996983408748114
0, 0.7, 16940.29850746269, 0.8680241327300151
0, 0.7, 19029.850746268658, 0.8437405731523377
0, 0.7, 21044.776119402984, 0.82473604826546
0, 0.7, 24179.10447761194, 0.8015082956259427
0, 0.7, 27462.68656716418, 0.7856711915535445
5000, 0., 7949.479940564636, 0.4568421052631579
5000, 0., 9881.12927191679, 0.42736842105263156
5000, 0., 12630.014858841012, 0.4052631578947368
5000, 0., 14933.135215453196, 0.39263157894736844
5000, 0., 17979.19762258544, 0.38421052631578945
5000, 0., 21545.319465081724, 0.3789473684210526
5000, 0., 25185.735512630017, 0.3778947368421053
5000, 0., 29420.505200594354, 0.38105263157894737
5000, 0., 33135.21545319465, 0.3831578947368421
5000, 0., 37221.39673105498, 0.3873684210526316
5000, 0., 40936.10698365528, 0.39263157894736844
5000, 0.1, 6463.595839524518, 0.5768421052631578
5000, 0.1, 7429.420505200595, 0.5473684210526315
5000, 0.1, 8692.421991084697, 0.5189473684210526
5000, 0.1, 10252.600297176821, 0.4926315789473684
5000, 0.1, 12481.426448737, 0.46736842105263154
5000, 0.1, 14784.546805349184, 0.451578947368421
5000, 0.1, 17013.372956909363, 0.4421052631578947
5000, 0.1, 19465.081723625557, 0.4357894736842105
5000, 0.1, 21619.61367013373, 0.43157894736842106
5000, 0.1, 24442.793462109956, 0.4284210526315789
5000, 0.1, 27711.738484398218, 0.4284210526315789
5000, 0.1, 31500.74294205052, 0.42947368421052634
5000, 0.1, 37295.690936106985, 0.4336842105263158
5000, 0.2, 4680.534918276375, 0.7673684210526315
5000, 0.2, 5349.1827637444285, 0.7315789473684211
5000, 0.2, 6017.830609212482, 0.6947368421052631
5000, 0.2, 6686.478454680536, 0.6599999999999999
5000, 0.2, 7800.891530460624, 0.6210526315789473
5000, 0.2, 9286.775631500745, 0.5831578947368421
5000, 0.2, 11292.719167904905, 0.5505263157894736
5000, 0.2, 13521.545319465084, 0.5263157894736842
5000, 0.2, 15973.25408618128, 0.511578947368421
5000, 0.2, 18870.728083209513, 0.4978947368421053
5000, 0.2, 21693.907875185738, 0.4905263157894737
5000, 0.2, 24962.852897474, 0.48526315789473684
5000, 0.2, 28900.445765230314, 0.4842105263157894
5000, 0.2, 34249.62852897474, 0.48526315789473684
5000, 0.3, 3714.7102526002973, 0.9989473684210526
5000, 0.3, 4011.887072808321, 0.9642105263157894
5000, 0.3, 4457.652303120357, 0.9168421052631579
5000, 0.3, 4903.417533432393, 0.8652631578947367
5000, 0.3, 5497.77117384844, 0.8189473684210526
5000, 0.3, 6166.419019316494, 0.7747368421052632
5000, 0.3, 7280.832095096583, 0.7221052631578947
5000, 0.3, 8841.010401188709, 0.6726315789473685
5000, 0.3, 10326.894502228826, 0.6378947368421053
5000, 0.3, 12407.132243684993, 0.6063157894736841
5000, 0.3, 15378.900445765232, 0.5789473684210527
5000, 0.3, 18796.433878157506, 0.5578947368421052
5000, 0.3, 21842.496285289748, 0.5473684210526315
5000, 0.3, 25185.735512630017, 0.5410526315789473
5000, 0.3, 28603.26894502229, 0.5378947368421052
5000, 0.3, 32317.97919762259, 0.5368421052631579
5000, 0.4, 4680.534918276375, 1
5000, 0.4, 5126.300148588411, 0.9536842105263157
5000, 0.4, 5720.653789004458, 0.8989473684210527
5000, 0.4, 6537.890044576524, 0.8473684210526315
5000, 0.4, 7429.420505200595, 0.8042105263157895
5000, 0.4, 8469.539375928678, 0.763157894736842
5000, 0.4, 10252.600297176821, 0.7157894736842105
5000, 0.4, 12481.426448737, 0.6757894736842105
5000, 0.4, 14784.546805349184, 0.6473684210526316
5000, 0.4, 18202.08023774146, 0.6210526315789473
5000, 0.4, 21471.02526002972, 0.6073684210526316
5000, 0.4, 25185.735512630017, 0.5968421052631578
5000, 0.4, 30980.68350668648, 0.5905263157894737
5000, 0.5, 5646.359583952452, 1
5000, 0.5, 6463.595839524518, 0.9484210526315788
5000, 0.5, 7280.832095096583, 0.8989473684210527
5000, 0.5, 8320.950965824666, 0.8526315789473684
5000, 0.5, 9509.658246656762, 0.8105263157894738
5000, 0.5, 10995.54234769688, 0.7726315789473683
5000, 0.5, 12630.014858841012, 0.7421052631578947
5000, 0.5, 14710.252600297177, 0.7147368421052631
5000, 0.5, 17087.66716196137, 0.6915789473684211
5000, 0.5, 19242.19910846954, 0.6768421052631579
5000, 0.5, 21916.790490341755, 0.6631578947368422
5000, 0.5, 24739.97028231798, 0.6526315789473685
5000, 0.5, 28974.73997028232, 0.6452631578947368
5000, 0.6, 7057.949479940566, 1
5000, 0.6, 7875.18573551263, 0.9568421052631579
5000, 0.6, 8766.716196136702, 0.9157894736842105
5000, 0.6, 9881.12927191679, 0.8789473684210527
5000, 0.6, 10995.54234769688, 0.8463157894736841
5000, 0.6, 12630.014858841012, 0.811578947368421
5000, 0.6, 14487.36998514116, 0.783157894736842
5000, 0.6, 16939.078751857356, 0.7547368421052632
5000, 0.6, 19390.787518573554, 0.7357894736842105
5000, 0.6, 22139.67310549777, 0.7210526315789474
5000, 0.6, 24962.852897474, 0.7094736842105263
5000, 0.6, 27265.973254086184, 0.7031578947368421
5000, 0.7, 8766.716196136702, 1.0010526315789474
5000, 0.7, 9732.540861812779, 0.9621052631578948
5000, 0.7, 11218.424962852898, 0.9168421052631579
5000, 0.7, 12852.897473997029, 0.8778947368421053
5000, 0.7, 15007.429420505201, 0.8410526315789473
5000, 0.7, 17533.432392273404, 0.811578947368421
5000, 0.7, 20356.61218424963, 0.7884210526315789
5000, 0.7, 23105.49777117385, 0.7726315789473683
5000, 0.7, 25928.677563150075, 0.7610526315789474
10000, 0.1, 5168.12865497076, 0.5765486725663718
10000, 0.1, 6293.859649122806, 0.5373156342182891
10000, 0.1, 7573.099415204678, 0.502212389380531
10000, 0.1, 9261.695906432748, 0.4733038348082596
10000, 0.1, 11206.140350877193, 0.4526548672566372
10000, 0.1, 13508.771929824561, 0.4371681415929204
10000, 0.1, 16016.081871345028, 0.4268436578171092
10000, 0.1, 18728.070175438595, 0.42064896755162245
10000, 0.1, 21235.380116959062, 0.4185840707964602
10000, 0.1, 23691.520467836257, 0.4185840707964602
10000, 0.1, 26557.01754385965, 0.4196165191740413
10000, 0.1, 30855.263157894737, 0.4227138643067847
10000, 0.2, 4247.076023391813, 0.7386430678466078
10000, 0.2, 4861.111111111111, 0.6880530973451329
10000, 0.2, 5986.8421052631575, 0.6323008849557523
10000, 0.2, 7163.74269005848, 0.587905604719764
10000, 0.2, 8545.3216374269, 0.5558997050147493
10000, 0.2, 10029.239766081871, 0.5321533923303835
10000, 0.2, 11564.327485380116, 0.5146017699115044
10000, 0.2, 13252.923976608186, 0.5001474926253687
10000, 0.2, 15095.029239766081, 0.48982300884955754
10000, 0.2, 17141.812865497075, 0.4815634218289086
10000, 0.2, 19802.631578947367, 0.47536873156342185
10000, 0.2, 22105.263157894737, 0.4722713864306785
10000, 0.2, 24766.081871345028, 0.47123893805309736
10000, 0.2, 28347.953216374266, 0.47123893805309736
10000, 0.3, 3223.684210526316, 0.9957227138643069
10000, 0.3, 3684.210526315789, 0.9141592920353984
10000, 0.3, 4298.245614035088, 0.8418879056047199
10000, 0.3, 4963.450292397661, 0.7809734513274338
10000, 0.3, 5526.315789473684, 0.7417404129793511
10000, 0.3, 6396.198830409357, 0.6942477876106196
10000, 0.3, 7573.099415204678, 0.6550147492625369
10000, 0.3, 8903.508771929824, 0.6219764011799411
10000, 0.3, 10694.444444444443, 0.5899705014749264
10000, 0.3, 12843.567251461987, 0.5662241887905606
10000, 0.3, 15197.368421052632, 0.5486725663716815
10000, 0.3, 17551.169590643272, 0.5373156342182891
10000, 0.3, 19956.14035087719, 0.5300884955752213
10000, 0.3, 22463.45029239766, 0.5259587020648968
10000, 0.3, 24970.76023391813, 0.5238938053097346
10000, 0.3, 26608.18713450292, 0.5228613569321534
10000, 0.4, 3377.1929824561403, 1.1
10000, 0.4, 3581.87134502924, 1.0504424778761063
10000, 0.4, 3940.0584795321633, 0.9957227138643069
10000, 0.4, 4349.415204678362, 0.9441002949852508
10000, 0.4, 4861.111111111111, 0.8883480825958703
10000, 0.4, 5321.637426900585, 0.8470501474926255
10000, 0.4, 5884.502923976608, 0.8109144542772863
10000, 0.4, 6549.707602339181, 0.774778761061947
10000, 0.4, 7317.251461988304, 0.7386430678466078
10000, 0.4, 8187.1345029239765, 0.7128318584070797
10000, 0.4, 9466.374269005848, 0.6797935103244839
10000, 0.4, 10540.935672514619, 0.6591445427728615
10000, 0.4, 11871.345029239765, 0.6405604719764013
10000, 0.4, 13406.43274853801, 0.6230088495575222
10000, 0.4, 15197.368421052632, 0.6085545722713865
10000, 0.4, 16681.2865497076, 0.5992625368731563
10000, 0.4, 18523.391812865495, 0.5910029498525075
10000, 0.4, 20263.15789473684, 0.5848082595870208
10000, 0.4, 22923.976608187135, 0.578613569321534
10000, 0.4, 25584.795321637426, 0.5755162241887906
10000, 0.5, 3991.2280701754385, 1.0989675516224189
10000, 0.5, 4298.245614035088, 1.0535398230088497
10000, 0.5, 4656.432748538012, 1.014306784660767
10000, 0.5, 4963.450292397661, 0.9781710914454279
10000, 0.5, 5372.80701754386, 0.9389380530973452
10000, 0.5, 5884.502923976608, 0.8986725663716815
10000, 0.5, 6652.04678362573, 0.8532448377581122
10000, 0.5, 7470.7602339181285, 0.8150442477876108
10000, 0.5, 8391.812865497075, 0.7809734513274338
10000, 0.5, 9824.561403508771, 0.7427728613569322
10000, 0.5, 11666.666666666666, 0.7076696165191741
10000, 0.5, 13457.602339181285, 0.6839233038348083
10000, 0.5, 15248.538011695906, 0.6684365781710915
10000, 0.5, 17192.98245614035, 0.6539823008849559
10000, 0.5, 19137.426900584793, 0.6446902654867257
10000, 0.5, 22156.43274853801, 0.6343657817109145
10000, 0.5, 25021.9298245614, 0.6292035398230089
10000, 0.6, 4809.941520467836, 1.0989675516224189
10000, 0.6, 5321.637426900585, 1.0442477876106198
10000, 0.6, 5833.333333333333, 0.9936578171091447
10000, 0.6, 6600.877192982456, 0.9399705014749263
10000, 0.6, 7521.929824561404, 0.8924778761061949
10000, 0.6, 8852.339181286548, 0.8439528023598821
10000, 0.6, 10182.748538011696, 0.8047197640117996
10000, 0.6, 11922.51461988304, 0.7696165191740414
10000, 0.6, 13713.45029239766, 0.7438053097345134
10000, 0.6, 16016.081871345028, 0.7200589970501476
10000, 0.6, 18779.23976608187, 0.7014749262536875
10000, 0.6, 22002.923976608185, 0.6870206489675517
10000, 0.6, 25175.438596491225, 0.6797935103244839
10000, 0.7, 5730.994152046784, 1.0989675516224189
10000, 0.7, 6345.029239766081, 1.0483775811209441
10000, 0.7, 7112.5730994152045, 0.9967551622418881
10000, 0.7, 8033.625730994152, 0.9492625368731564
10000, 0.7, 9057.017543859649, 0.9089970501474928
10000, 0.7, 10438.59649122807, 0.8676991150442479
10000, 0.7, 12331.87134502924, 0.8294985250737464
10000, 0.7, 14225.146198830409, 0.799557522123894
10000, 0.7, 16425.43859649123, 0.774778761061947
10000, 0.7, 18881.57894736842, 0.7561946902654868
10000, 0.7, 21184.21052631579, 0.7448377581120944
10000, 0.7, 23896.198830409357, 0.7355457227138644
10000, 0.8, 6856.72514619883, 1.097935103244838
10000, 0.8, 7521.929824561404, 1.0535398230088497
10000, 0.8, 8442.982456140351, 1.0101769911504426
10000, 0.8, 9773.391812865497, 0.9575221238938054
10000, 0.8, 11359.649122807017, 0.9131268436578173
10000, 0.8, 12945.906432748538, 0.8811209439528025
10000, 0.8, 14890.350877192981, 0.8522123893805311
10000, 0.8, 16681.2865497076, 0.8315634218289087
10000, 0.8, 18523.391812865495, 0.8160766961651919
10000, 0.8, 20519.005847953216, 0.8026548672566373
10000, 0.8, 22975.146198830407, 0.791297935103245
20000, 0.3, 2167.630057803468, 0.963065693430657
20000, 0.3, 2427.7456647398844, 0.9058394160583942
20000, 0.3, 2716.7630057803467, 0.8506569343065694
20000, 0.3, 3063.5838150289014, 0.8026277372262774
20000, 0.3, 3439.306358381503, 0.7586861313868614
20000, 0.3, 3930.6358381502887, 0.7137226277372264
20000, 0.3, 4595.375722543352, 0.6697810218978102
20000, 0.3, 5491.329479768786, 0.6289051094890512
20000, 0.3, 6473.9884393063585, 0.5962043795620439
20000, 0.3, 7832.369942196531, 0.5675912408759125
20000, 0.3, 9104.046242774566, 0.5481751824817519
20000, 0.3, 10549.132947976877, 0.5338686131386862
20000, 0.3, 12138.72832369942, 0.5236496350364964
20000, 0.3, 13612.71676300578, 0.5164963503649636
20000, 0.3, 15289.017341040462, 0.5124087591240876
20000, 0.3, 16676.300578034683, 0.5103649635036497
20000, 0.3, 17832.369942196532, 0.5103649635036497
20000, 0.4, 2052.023121387283, 1.098978102189781
20000, 0.4, 2254.3352601156066, 1.0448175182481751
20000, 0.4, 2456.6473988439307, 0.9957664233576643
20000, 0.4, 2687.8612716763005, 0.9508029197080292
20000, 0.4, 2947.9768786127165, 0.9058394160583942
20000, 0.4, 3294.7976878612717, 0.8618978102189782
20000, 0.4, 3728.323699421965, 0.8148905109489052
20000, 0.4, 4219.653179190751, 0.7719708029197081
20000, 0.4, 4682.0809248554915, 0.7402919708029198
20000, 0.4, 5260.115606936416, 0.7096350364963504
20000, 0.4, 5867.052023121387, 0.6840875912408759
20000, 0.4, 6560.693641618497, 0.6605839416058394
20000, 0.4, 7254.335260115607, 0.6421897810218978
20000, 0.4, 8150.28901734104, 0.6227737226277372
20000, 0.4, 9017.341040462426, 0.6084671532846716
20000, 0.4, 9855.491329479768, 0.5972262773722627
20000, 0.4, 10751.445086705202, 0.588029197080292
20000, 0.4, 11965.317919075143, 0.5788321167883212
20000, 0.4, 13092.485549132947, 0.5727007299270073
20000, 0.4, 14566.473988439306, 0.5665693430656935
20000, 0.4, 15780.346820809247, 0.5635036496350365
20000, 0.4, 17167.630057803468, 0.5604379562043796
20000, 0.5, 2456.6473988439307, 1.098978102189781
20000, 0.5, 2630.057803468208, 1.0642335766423359
20000, 0.5, 2832.3699421965316, 1.019270072992701
20000, 0.5, 3063.5838150289014, 0.9804379562043797
20000, 0.5, 3410.4046242774566, 0.9344525547445256
20000, 0.5, 3699.421965317919, 0.8986861313868614
20000, 0.5, 4132.947976878612, 0.8567883211678833
20000, 0.5, 4595.375722543352, 0.8210218978102191
20000, 0.5, 5231.21387283237, 0.7821897810218978
20000, 0.5, 5953.7572254335255, 0.7474452554744526
20000, 0.5, 6936.416184971098, 0.7137226277372264
20000, 0.5, 7976.878612716762, 0.6871532846715329
20000, 0.5, 9248.554913294796, 0.6646715328467154
20000, 0.5, 10289.017341040462, 0.6503649635036497
20000, 0.5, 11560.693641618496, 0.638102189781022
20000, 0.5, 12861.271676300577, 0.6278832116788322
20000, 0.5, 14161.849710982659, 0.6197080291970803
20000, 0.5, 15491.329479768785, 0.6145985401459855
20000, 0.5, 16820.809248554913, 0.6115328467153285
20000, 0.6, 2947.9768786127165, 1.098978102189781
20000, 0.6, 3092.4855491329477, 1.0672992700729926
20000, 0.6, 3352.601156069364, 1.0284671532846716
20000, 0.6, 3728.323699421965, 0.9814598540145986
20000, 0.6, 4132.947976878612, 0.9354744525547446
20000, 0.6, 4624.277456647398, 0.8945985401459855
20000, 0.6, 5289.017341040462, 0.8506569343065694
20000, 0.6, 6098.265895953757, 0.8097810218978103
20000, 0.6, 7167.630057803468, 0.7709489051094891
20000, 0.6, 8208.092485549132, 0.7423357664233576
20000, 0.6, 9739.884393063583, 0.7147445255474454
20000, 0.6, 10895.953757225432, 0.6983941605839417
20000, 0.6, 12514.450867052023, 0.6830656934306569
20000, 0.6, 14393.063583815028, 0.6718248175182482
20000, 0.6, 16849.71098265896, 0.6626277372262774
20000, 0.7, 3468.208092485549, 1.1
20000, 0.7, 3728.323699421965, 1.0621897810218979
20000, 0.7, 4132.947976878612, 1.019270072992701
20000, 0.7, 4653.179190751445, 0.9702189781021898
20000, 0.7, 5260.115606936416, 0.9252554744525548
20000, 0.7, 6069.36416184971, 0.8792700729927008
20000, 0.7, 7052.023121387283, 0.8404379562043796
20000, 0.7, 8236.99421965318, 0.8036496350364963
20000, 0.7, 9450.86705202312, 0.777080291970803
20000, 0.7, 10895.953757225432, 0.7535766423357665
20000, 0.7, 12398.843930635838, 0.7372262773722629
20000, 0.7, 13901.734104046242, 0.7249635036496351
20000, 0.7, 15375.7225433526, 0.7167883211678833
20000, 0.7, 17196.531791907513, 0.7106569343065694
20000, 0.8, 4132.947976878612, 1.098978102189781
20000, 0.8, 4566.473988439306, 1.057080291970803
20000, 0.8, 5028.901734104046, 1.015182481751825
20000, 0.8, 5664.739884393063, 0.9702189781021898
20000, 0.8, 6445.086705202311, 0.9293430656934307
20000, 0.8, 7630.057803468208, 0.8833576642335768
20000, 0.8, 8815.028901734104, 0.8486131386861315
20000, 0.8, 10173.410404624277, 0.8200000000000001
20000, 0.8, 11473.988439306358, 0.8005839416058395
20000, 0.8, 12890.173410404623, 0.7852554744525548
20000, 0.8, 14364.161849710981, 0.7729927007299271
20000, 0.8, 16011.560693641617, 0.7637956204379562
20000, 0.8, 17976.878612716762, 0.7566423357664234
20000, 0.9, 4913.294797687861, 1.098978102189781
20000, 0.9, 5317.9190751445085, 1.0672992700729926
20000, 0.9, 5867.052023121387, 1.0294890510948906
20000, 0.9, 6560.693641618497, 0.9916788321167884
20000, 0.9, 7225.43352601156, 0.9600000000000001
20000, 0.9, 8208.092485549132, 0.9262773722627737
20000, 0.9, 9508.670520231213, 0.8925547445255475
20000, 0.9, 10751.445086705202, 0.868029197080292
20000, 0.9, 11994.21965317919, 0.8496350364963504
20000, 0.9, 13583.815028901734, 0.8322627737226278
20000, 0.9, 15433.526011560692, 0.8179562043795621
20000, 0.9, 17254.335260115608, 0.8097810218978103
20000, 0.9, 18641.618497109826, 0.8046715328467153
30000, 0.3, 1683.2844574780058, 0.8973412112259971
30000, 0.3, 1888.5630498533724, 0.8477104874446086
30000, 0.3, 2073.3137829912025, 0.8032496307237814
30000, 0.3, 2360.7038123167154, 0.7515509601181685
30000, 0.3, 2627.565982404692, 0.7122599704579025
30000, 0.3, 2914.9560117302053, 0.6802067946824224
30000, 0.3, 3222.8739002932552, 0.6533234859675037
30000, 0.3, 3571.8475073313784, 0.6254062038404727
30000, 0.3, 4002.932551319648, 0.6005908419497785
30000, 0.3, 4495.601173020527, 0.578877400295421
30000, 0.3, 4926.686217008798, 0.5644017725258493
30000, 0.3, 5398.826979472141, 0.55096011816839
30000, 0.3, 6178.885630498534, 0.5354505169867061
30000, 0.3, 7000, 0.5220088626292467
30000, 0.3, 8067.448680351906, 0.5106351550960119
30000, 0.3, 8929.618768328446, 0.503397341211226
30000, 0.3, 9730.205278592375, 0.5002954209748892
30000, 0.3, 10736.070381231671, 0.49719350073855245
30000, 0.3, 11659.824046920821, 0.4961595273264402
30000, 0.4, 1436.950146627566, 1.0989660265878878
30000, 0.4, 1539.5894428152492, 1.055539143279173
30000, 0.4, 1621.700879765396, 1.01314623338257
30000, 0.4, 1744.8680351906157, 0.972821270310192
30000, 0.4, 1909.090909090909, 0.9335302806499262
30000, 0.4, 2032.258064516129, 0.8921713441654358
30000, 0.4, 2258.064516129032, 0.8508124076809453
30000, 0.4, 2483.8709677419356, 0.8053175775480059
30000, 0.4, 2873.900293255132, 0.7567208271787298
30000, 0.4, 3263.9296187683285, 0.7184638109305761
30000, 0.4, 3695.014662756598, 0.6843426883308715
30000, 0.4, 4269.794721407625, 0.6522895125553915
30000, 0.4, 4803.519061583577, 0.6285081240768094
30000, 0.4, 5460.41055718475, 0.6057607090103397
30000, 0.4, 6117.3020527859235, 0.5902511078286559
30000, 0.4, 6897.360703812316, 0.5768094534711965
30000, 0.4, 7821.114369501466, 0.5644017725258493
30000, 0.4, 8601.173020527858, 0.5561299852289513
30000, 0.4, 9340.175953079179, 0.55096011816839
30000, 0.4, 10120.234604105572, 0.5478581979320531
30000, 0.4, 11146.627565982404, 0.5447562776957164
30000, 0.5, 1662.7565982404692, 1.0989660265878878
30000, 0.5, 1744.8680351906157, 1.0627769571639587
30000, 0.5, 1888.5630498533724, 1.0234859675036927
30000, 0.5, 2052.7859237536654, 0.9800590841949779
30000, 0.5, 2237.5366568914956, 0.9355982274741507
30000, 0.5, 2463.343108504399, 0.8870014771048744
30000, 0.5, 2730.205278592375, 0.8487444608567208
30000, 0.5, 2976.539589442815, 0.817725258493353
30000, 0.5, 3366.5689149560117, 0.7763663220088627
30000, 0.5, 3920.821114369501, 0.7339734121122601
30000, 0.5, 4598.240469208211, 0.6977843426883309
30000, 0.5, 5419.354838709677, 0.6646971935007386
30000, 0.5, 6260.99706744868, 0.6429837518463811
30000, 0.5, 7184.75073313783, 0.6254062038404727
30000, 0.5, 8272.727272727272, 0.6098966026587889
30000, 0.5, 9463.3431085044, 0.5995568685376662
30000, 0.5, 10961.876832844575, 0.5923190546528804
30000, 0.6, 1929.6187683284456, 1.1
30000, 0.6, 2052.7859237536654, 1.0617429837518464
30000, 0.6, 2237.5366568914956, 1.0152141802067947
30000, 0.6, 2463.343108504399, 0.9717872968980799
30000, 0.6, 2689.149560117302, 0.9293943870014771
30000, 0.6, 2976.539589442815, 0.889069423929099
30000, 0.6, 3346.041055718475, 0.849778434268833
30000, 0.6, 3736.0703812316715, 0.813589364844904
30000, 0.6, 4269.794721407625, 0.7742983751846382
30000, 0.6, 4865.102639296188, 0.7453471196454948
30000, 0.6, 5604.105571847507, 0.7174298375184638
30000, 0.6, 6384.1642228739, 0.6936484490398819
30000, 0.6, 7369.501466275659, 0.674002954209749
30000, 0.6, 8190.6158357771255, 0.6615952732644018
30000, 0.6, 9093.84164222874, 0.6522895125553915
30000, 0.6, 9956.011730205279, 0.6450516986706056
30000, 0.6, 10961.876832844575, 0.6398818316100443
30000, 0.7, 2258.064516129032, 1.0989660265878878
30000, 0.7, 2442.8152492668623, 1.052437223042836
30000, 0.7, 2750.733137829912, 0.9997045790251108
30000, 0.7, 3079.1788856304984, 0.9511078286558347
30000, 0.7, 3469.208211143695, 0.9056129985228951
30000, 0.7, 3941.348973607038, 0.8642540620384047
30000, 0.7, 4577.712609970675, 0.8208271787296899
30000, 0.7, 5521.994134897361, 0.7763663220088627
30000, 0.7, 6630.49853372434, 0.7412112259970458
30000, 0.7, 7533.724340175953, 0.7225997045790251
30000, 0.7, 8868.035190615836, 0.7029542097488922
30000, 0.7, 10017.595307917889, 0.6926144756277697
30000, 0.7, 11208.211143695014, 0.686410635155096
30000, 0.8, 2627.565982404692, 1.0989660265878878
